src_ip,dst_ip,src_port,dst_port,protocol,flag,packet_count,byte_count,duration_ms,packets_per_sec,avg_packet_size,label
192.168.8.239,10.0.3.153,61990,722,UDP,SYN,715,4446,2008,356.0757,6.2182,PortScan
192.168.6.131,10.0.4.20,57306,25,TCP,RST,13,44018,1349,9.6368,3386.0,Benign
192.168.8.113,10.0.2.77,30320,22,UDP,PSH-ACK,36,18293,3148,11.4358,508.1389,Benign
192.168.10.224,10.0.1.95,19627,80,TCP,SYN,37,18853,279,132.6165,509.5405,SQLInjection
192.168.3.218,10.0.2.189,39480,3389,TCP,FIN,1162,171400,3262,356.2232,147.5043,BruteForce
192.168.1.127,10.0.0.182,19703,443,TCP,SYN,40875,2704994,7816,5229.6571,66.1772,DoS
192.168.8.230,10.0.2.237,48185,21,TCP,FIN,471,61767,24208,19.4564,131.1401,BruteForce
192.168.10.88,10.0.3.169,56431,443,UDP,SYN,26,24356,4901,5.305,936.7692,Benign
192.168.4.88,10.0.0.239,12083,915,UDP,SYN,369,1341,2038,181.0599,3.6341,PortScan
192.168.5.32,10.0.1.234,51867,5652,TCP,FIN,193,68265,36037,5.3556,353.7047,Backdoor
192.168.6.51,10.0.0.242,19572,25,UDP,SYN,45,13735,2363,19.0436,305.2222,Benign
192.168.2.128,10.0.5.210,4263,8080,TCP,SYN-ACK,28,22545,4652,6.0189,805.1786,Benign
192.168.4.203,10.0.2.91,24331,443,TCP,SYN,33517,1671499,3015,11116.7496,49.8702,DoS
192.168.7.254,10.0.4.245,64584,443,ICMP,ACK,28,43624,4062,6.8932,1558.0,Benign
192.168.7.107,10.0.4.14,37756,80,TCP,SYN-ACK,48,5003,65,738.4615,104.2292,SQLInjection
192.168.9.107,10.0.5.14,20272,21,TCP,SYN,381,107139,12801,29.7633,281.2047,BruteForce
192.168.8.144,10.0.2.197,11422,25,TCP,PSH-ACK,42,30436,4876,8.6136,724.6667,Benign
192.168.4.58,10.0.3.143,26171,80,TCP,SYN,9493,3625178,1590,5970.4403,381.8791,DoS
192.168.9.148,10.0.4.252,34197,8080,TCP,SYN-ACK,96,2800,95,1010.5263,29.1667,SQLInjection
192.168.1.95,10.0.2.203,50993,53,ICMP,ACK,10,6584,984,10.1626,658.4,Benign
192.168.6.216,10.0.1.45,3888,443,TCP,SYN,8177,376642,4110,1989.5377,46.0611,DoS
192.168.4.182,10.0.1.241,38423,1024,UDP,SYN,701,1697,1257,557.677,2.4208,PortScan
192.168.1.171,10.0.5.228,16503,25,ICMP,RST,33,34497,1489,22.1625,1045.3636,Benign
192.168.2.144,10.0.4.158,14868,8080,ICMP,SYN-ACK,33,34561,913,36.1446,1047.303,Benign
192.168.7.198,10.0.3.111,27512,443,TCP,SYN,13854,166287,9907,1398.4052,12.0028,DoS
192.168.4.77,10.0.4.180,7099,80,TCP,SYN-ACK,61,16252,199,306.5327,266.4262,SQLInjection
192.168.8.72,10.0.1.187,54512,443,TCP,SYN,6965,2261385,8587,811.1098,324.6784,DoS
192.168.9.50,10.0.5.196,11932,22,UDP,RST,31,16203,3723,8.3266,522.6774,Benign
192.168.10.201,10.0.5.84,34990,8946,TCP,PSH-ACK,141,63147,29814,4.7293,447.8511,Backdoor
192.168.5.157,10.0.4.44,21412,443,TCP,RST,94,4893,206,456.3107,52.0532,SQLInjection
192.168.5.99,10.0.4.56,65430,686,ICMP,SYN,355,2504,1839,193.0397,7.0535,PortScan
192.168.6.207,10.0.3.104,21402,443,ICMP,ACK,44,18794,183,240.4372,427.1364,Benign
192.168.3.161,10.0.3.203,53054,8994,ICMP,SYN,164,54156,27581,5.9461,330.2195,Backdoor
192.168.10.100,10.0.3.108,44780,5441,ICMP,SYN,189,75487,21931,8.6179,399.4021,Backdoor
192.168.3.148,10.0.1.63,44604,25,ICMP,PSH-ACK,13,17951,3243,4.0086,1380.8462,Benign
192.168.9.126,10.0.1.48,60223,22,TCP,ACK,18,15599,4081,4.4107,866.6111,Benign
192.168.9.199,10.0.2.14,65331,25,UDP,PSH-ACK,9,13853,4316,2.0853,1539.2222,Benign
192.168.7.126,10.0.2.181,58908,1016,ICMP,SYN,613,5007,710,863.3803,8.168,PortScan
192.168.5.202,10.0.2.84,39304,667,UDP,SYN,791,8362,2135,370.4918,10.5714,PortScan
192.168.6.212,10.0.3.129,26279,80,ICMP,PSH-ACK,8,23605,2863,2.7943,2950.625,Benign
192.168.2.218,10.0.5.34,61091,981,UDP,SYN,767,7952,1569,488.8464,10.3677,PortScan
192.168.5.241,10.0.4.68,15103,22,UDP,ACK,1156,19547,14046,82.301,16.9092,BruteForce
192.168.7.28,10.0.2.247,29492,515,UDP,SYN,918,5148,1227,748.1663,5.6078,PortScan
192.168.1.16,10.0.2.39,6776,443,TCP,RST,66,10193,283,233.2155,154.4394,SQLInjection
192.168.2.222,10.0.2.36,4347,80,TCP,SYN,46390,4918742,2518,18423.3519,106.0302,DoS
192.168.10.249,10.0.4.89,44977,8080,ICMP,SYN,31,25014,929,33.3692,806.9032,Benign
192.168.4.58,10.0.2.226,56874,80,TCP,SYN,40613,834763,5310,7648.3992,20.5541,DoS
192.168.4.234,10.0.1.214,13200,53,ICMP,RST,35,28242,3464,10.1039,806.9143,Benign
192.168.4.48,10.0.3.172,39758,80,ICMP,PSH-ACK,22,8944,1797,12.2426,406.5455,Benign
192.168.4.141,10.0.0.1,27383,159,TCP,SYN,854,9045,677,1261.4476,10.5913,PortScan
192.168.1.94,10.0.1.33,40551,6633,TCP,RST,109,65178,52881,2.0612,597.9633,Backdoor
192.168.5.149,10.0.3.93,41534,684,ICMP,SYN,967,3174,2437,396.7993,3.2823,PortScan
192.168.1.181,10.0.1.90,41421,5227,ICMP,FIN,48,43001,24127,1.9895,895.8542,Backdoor
192.168.6.232,10.0.4.211,13720,80,TCP,SYN,46124,4159918,8850,5211.7514,90.1899,DoS
192.168.6.32,10.0.1.11,29080,314,TCP,SYN,243,2781,2144,113.3396,11.4444,PortScan
192.168.9.151,10.0.3.74,23250,80,TCP,FIN,23,29795,2059,11.1705,1295.4348,Benign
192.168.3.12,10.0.2.63,6442,22,ICMP,ACK,23,16812,812,28.3251,730.9565,Benign
192.168.3.106,10.0.3.106,24052,443,UDP,SYN,19,13688,3390,5.6047,720.4211,Benign
192.168.2.232,10.0.3.248,24341,80,UDP,RST,31,10038,2152,14.4052,323.8065,Benign
192.168.8.84,10.0.2.87,10840,80,TCP,SYN,8548,2129659,7638,1119.1411,249.1412,DoS
192.168.8.192,10.0.0.37,30822,231,ICMP,SYN,107,1126,1959,54.6197,10.5234,PortScan
192.168.7.141,10.0.3.11,28959,8080,ICMP,SYN,34,5481,681,49.9266,161.2059,Benign
192.168.3.22,10.0.5.134,7008,415,UDP,SYN,929,3952,1486,625.1682,4.254,PortScan
192.168.6.205,10.0.1.148,53679,22,TCP,PSH-ACK,234,175057,14143,16.5453,748.1068,BruteForce
192.168.5.136,10.0.2.188,39215,80,ICMP,SYN-ACK,31,22182,3975,7.7987,715.5484,Benign
192.168.1.230,10.0.3.149,20475,22,TCP,ACK,1646,148415,9444,174.2906,90.1671,BruteForce
192.168.1.38,10.0.2.46,26972,21,ICMP,SYN-ACK,1735,148496,27694,62.6489,85.5885,BruteForce
192.168.6.161,10.0.5.85,49469,80,TCP,SYN,14350,389585,5990,2395.6594,27.1488,DoS
192.168.2.220,10.0.5.232,5270,8080,UDP,PSH-ACK,39,33557,368,105.9783,860.4359,Benign
192.168.6.26,10.0.0.156,15530,22,TCP,SYN-ACK,28,47909,2130,13.1455,1711.0357,Benign
192.168.4.252,10.0.3.52,51090,647,TCP,SYN,593,7034,1739,341.0006,11.8617,PortScan
192.168.4.120,10.0.5.223,4493,53,TCP,RST,23,8332,3422,6.7212,362.2609,Benign
192.168.5.60,10.0.3.238,30447,301,TCP,SYN,198,8576,543,364.6409,43.3131,PortScan
192.168.5.113,10.0.0.29,54692,25,TCP,SYN-ACK,49,41289,1489,32.908,842.6327,Benign
192.168.9.231,10.0.5.214,53780,25,TCP,ACK,41,49314,3955,10.3666,1202.7805,Benign
192.168.2.115,10.0.5.216,56523,22,ICMP,SYN-ACK,38,7606,3819,9.9502,200.1579,Benign
192.168.7.155,10.0.3.96,3436,22,UDP,RST,1210,72063,24590,49.207,59.5562,BruteForce
192.168.10.62,10.0.0.196,46993,711,TCP,SYN,838,6948,2915,287.4786,8.2912,PortScan
192.168.2.199,10.0.3.156,51426,443,ICMP,ACK,50,43128,703,71.1238,862.56,Benign
192.168.8.151,10.0.1.228,25651,1024,UDP,SYN,128,9505,2966,43.1558,74.2578,PortScan
192.168.5.186,10.0.2.12,26301,25,UDP,PSH-ACK,45,19899,3007,14.9651,442.2,Benign
192.168.3.251,10.0.5.86,38440,21,TCP,SYN-ACK,243,184049,18300,13.2787,757.4033,BruteForce
192.168.7.222,10.0.2.2,38808,443,UDP,FIN,5,31234,4507,1.1094,6246.8,Benign
192.168.6.109,10.0.1.168,62745,21,ICMP,ACK,426,162296,23680,17.9899,380.9765,BruteForce
192.168.3.106,10.0.0.195,9456,785,ICMP,SYN,906,2062,996,909.6386,2.2759,PortScan
192.168.9.112,10.0.4.221,57720,22,TCP,PSH-ACK,254,168954,27819,9.1305,665.1732,BruteForce
192.168.4.112,10.0.0.151,43580,571,TCP,SYN,964,1057,2776,347.2622,1.0965,PortScan
192.168.2.168,10.0.3.13,4234,443,TCP,SYN,31621,1510028,9640,3280.1867,47.754,DoS
192.168.1.89,10.0.5.171,46264,22,ICMP,FIN,36,32990,507,71.0059,916.3889,Benign
192.168.2.72,10.0.5.151,31442,21,TCP,PSH-ACK,1237,43932,5295,233.6166,35.515,BruteForce
192.168.2.145,10.0.2.110,43457,3389,ICMP,PSH-ACK,1021,90192,16221,62.9431,88.3369,BruteForce
192.168.1.247,10.0.3.116,14280,53,ICMP,SYN-ACK,28,26081,4711,5.9435,931.4643,Benign
192.168.2.254,10.0.4.210,11984,726,TCP,SYN,986,2968,1338,736.9208,3.0101,PortScan
192.168.6.103,10.0.1.220,61805,8080,TCP,RST,94,17058,458,205.2402,181.4681,SQLInjection
192.168.5.188,10.0.4.201,44947,8080,ICMP,ACK,7,3692,4163,1.6815,527.4286,Benign
192.168.6.28,10.0.3.120,49979,8744,UDP,PSH-ACK,126,88750,40990,3.0739,704.3651,Backdoor
192.168.4.93,10.0.4.31,37134,5369,TCP,PSH-ACK,145,70095,27179,5.335,483.4138,Backdoor
192.168.9.116,10.0.2.128,30589,8080,ICMP,ACK,44,41325,2828,15.5587,939.2045,Benign
192.168.9.79,10.0.1.138,16437,443,TCP,SYN,13139,1588506,6745,1947.9615,120.9001,DoS
192.168.3.198,10.0.0.216,6283,80,ICMP,ACK,49,25401,2182,22.4565,518.3878,Benign
192.168.7.164,10.0.4.32,10769,80,UDP,FIN,41,6335,4757,8.6189,154.5122,Benign
192.168.7.247,10.0.4.148,13420,80,TCP,SYN,49449,415174,4487,11020.5037,8.396,DoS
192.168.2.63,10.0.4.123,37515,21,TCP,SYN,1513,113105,19379,78.0742,74.7555,BruteForce
192.168.3.132,10.0.5.186,52333,80,TCP,SYN-ACK,40,12794,481,83.1601,319.85,SQLInjection
192.168.6.46,10.0.3.177,12274,3389,TCP,ACK,1583,82552,27413,57.7463,52.1491,BruteForce
192.168.9.245,10.0.3.65,32484,80,TCP,SYN,33,7165,256,128.9062,217.1212,SQLInjection
192.168.10.219,10.0.5.151,13932,755,UDP,SYN,225,8406,1445,155.7093,37.36,PortScan
192.168.10.250,10.0.1.205,9382,80,TCP,SYN,10420,3795149,8538,1220.4263,364.2178,DoS
192.168.9.111,10.0.2.232,62149,568,TCP,SYN,802,8198,2029,395.2686,10.2219,PortScan
192.168.1.81,10.0.2.248,32635,443,TCP,SYN,36622,4818960,2292,15978.185,131.5865,DoS
192.168.8.77,10.0.1.19,60965,443,TCP,SYN,18872,2631761,6230,3029.2135,139.4532,DoS
192.168.4.90,10.0.1.129,61644,22,ICMP,SYN,1612,96619,18218,88.4839,59.9373,BruteForce
192.168.6.9,10.0.4.37,60001,4854,UDP,ACK,178,40608,43788,4.065,228.1348,Backdoor
192.168.1.188,10.0.1.98,39790,22,ICMP,SYN-ACK,46,23590,3521,13.0645,512.8261,Benign
192.168.3.226,10.0.4.66,13939,80,TCP,RST,31,35616,3193,9.7087,1148.9032,Benign
192.168.8.250,10.0.0.207,35158,665,ICMP,SYN,116,7549,2845,40.7733,65.0776,PortScan
192.168.5.59,10.0.4.165,61046,80,UDP,SYN-ACK,8,47479,652,12.2699,5934.875,Benign
192.168.1.77,10.0.1.220,32925,22,ICMP,RST,21,41278,1680,12.5,1965.619,Benign
192.168.6.72,10.0.4.39,8543,80,TCP,SYN,38091,4677642,7810,4877.2087,122.8018,DoS
192.168.10.229,10.0.4.165,8470,25,TCP,ACK,42,16583,3128,13.4271,394.8333,Benign
192.168.8.249,10.0.2.54,35670,25,UDP,RST,9,7102,830,10.8434,789.1111,Benign
192.168.6.184,10.0.3.10,57063,443,TCP,SYN,29211,3418714,1871,15612.5067,117.0352,DoS
192.168.2.223,10.0.3.74,56176,22,ICMP,ACK,16,20284,2838,5.6378,1267.75,Benign
192.168.6.73,10.0.3.254,11684,80,TCP,SYN,20107,2966241,5106,3937.9162,147.5228,DoS
192.168.7.160,10.0.5.179,12140,443,TCP,PSH-ACK,41,19144,132,310.6061,466.9268,Benign
192.168.8.215,10.0.0.193,30175,8080,TCP,PSH-ACK,19,18600,3253,5.8408,978.9474,Benign
192.168.7.234,10.0.0.236,63393,531,ICMP,SYN,583,1812,707,824.611,3.1081,PortScan
192.168.7.13,10.0.1.238,38424,80,ICMP,SYN,33,38385,3028,10.8983,1163.1818,Benign
192.168.2.101,10.0.1.87,9770,25,TCP,SYN-ACK,10,49010,1552,6.4433,4901.0,Benign
192.168.1.234,10.0.1.43,20099,22,ICMP,SYN,26,26672,651,39.9386,1025.8462,Benign
192.168.7.132,10.0.0.232,40828,8080,UDP,FIN,47,6129,4431,10.6071,130.4043,Benign
192.168.6.70,10.0.0.50,15332,443,TCP,ACK,60,13785,424,141.5094,229.75,SQLInjection
192.168.1.36,10.0.4.88,65283,443,TCP,SYN,33252,2780113,2909,11430.7322,83.6074,DoS
192.168.8.166,10.0.4.26,44735,970,UDP,SYN,661,3792,2817,234.6468,5.7368,PortScan
192.168.1.181,10.0.2.46,49371,443,UDP,RST,15,6112,4891,3.0669,407.4667,Benign
192.168.2.165,10.0.5.27,43649,443,TCP,SYN,38015,1047099,5754,6606.7084,27.5444,DoS
192.168.2.73,10.0.0.193,6534,8080,TCP,RST,49,46589,3350,14.6269,950.7959,Benign
192.168.10.149,10.0.1.149,8953,21,UDP,ACK,858,50327,2187,392.3182,58.6562,BruteForce
192.168.2.213,10.0.1.211,47594,22,TCP,SYN,24,3315,1346,17.8306,138.125,Benign
192.168.1.159,10.0.4.166,20863,22,ICMP,SYN-ACK,44,33477,4306,10.2183,760.8409,Benign
192.168.9.101,10.0.3.94,41934,80,UDP,RST,49,36050,1303,37.6055,735.7143,Benign
192.168.8.48,10.0.4.32,17230,22,ICMP,FIN,47,21926,933,50.3751,466.5106,Benign
192.168.7.80,10.0.2.178,42918,443,TCP,SYN,17542,1354377,2862,6129.2802,77.2077,DoS
192.168.9.168,10.0.0.229,7256,80,TCP,ACK,38,21120,1225,31.0204,555.7895,Benign
192.168.4.27,10.0.2.104,55341,80,TCP,SYN,23993,1635373,9898,2424.0251,68.1604,DoS
192.168.5.240,10.0.5.250,1834,443,ICMP,ACK,21,26356,1526,13.7615,1255.0476,Benign
192.168.7.123,10.0.0.162,16929,443,TCP,SYN,25,16680,2173,11.5048,667.2,Benign
192.168.3.62,10.0.4.109,29926,22,TCP,FIN,29,2442,2647,10.9558,84.2069,Benign
192.168.3.159,10.0.5.51,43741,25,ICMP,PSH-ACK,42,49736,4484,9.3666,1184.1905,Benign
192.168.8.164,10.0.5.233,59991,22,UDP,PSH-ACK,35,20317,524,66.7939,580.4857,Benign
192.168.9.180,10.0.3.125,57598,80,TCP,SYN,33,43117,2869,11.5023,1306.5758,Benign
192.168.3.204,10.0.2.216,46122,494,TCP,SYN,952,4582,646,1473.6842,4.813,PortScan
192.168.6.219,10.0.0.5,46107,443,TCP,SYN,14479,2479489,8568,1689.8926,171.2473,DoS
192.168.3.89,10.0.2.47,29352,4974,UDP,SYN-ACK,131,92349,44855,2.9205,704.9542,Backdoor
192.168.10.172,10.0.1.152,12681,3389,UDP,FIN,1743,196011,25373,68.6951,112.4561,BruteForce
192.168.4.149,10.0.4.82,46854,8995,TCP,ACK,188,18552,46132,4.0753,98.6809,Backdoor
192.168.3.204,10.0.4.148,13523,443,UDP,PSH-ACK,47,41562,1463,32.1258,884.2979,Benign
192.168.8.141,10.0.5.110,34838,82,TCP,SYN,380,3959,1451,261.8884,10.4184,PortScan
192.168.6.232,10.0.3.198,43651,53,TCP,SYN,44,39958,3108,14.157,908.1364,Benign
192.168.10.61,10.0.0.211,6309,8080,TCP,FIN,84,8130,395,212.6582,96.7857,SQLInjection
192.168.2.167,10.0.1.82,17371,443,TCP,SYN,8737,3003976,1112,7857.0144,343.8224,DoS
192.168.8.252,10.0.5.1,33504,80,TCP,SYN,41607,4726976,5874,7083.2482,113.6101,DoS
192.168.10.73,10.0.5.148,40963,6064,ICMP,FIN,108,64777,34765,3.1066,599.787,Backdoor
192.168.9.107,10.0.5.246,28195,487,TCP,SYN,659,1188,1832,359.7162,1.8027,PortScan
192.168.10.92,10.0.0.157,52216,8080,UDP,RST,27,18712,1503,17.9641,693.037,Benign
192.168.3.231,10.0.2.150,22835,80,TCP,SYN,34,3132,430,79.0698,92.1176,SQLInjection
192.168.6.157,10.0.0.90,20301,443,TCP,RST,36,13612,106,339.6226,378.1111,SQLInjection
192.168.2.7,10.0.4.106,33653,80,UDP,SYN-ACK,48,15599,3613,13.2854,324.9792,Benign
192.168.4.103,10.0.2.188,40699,80,TCP,SYN,21502,644299,9048,2376.4368,29.9646,DoS
192.168.4.128,10.0.1.37,16572,22,UDP,ACK,49,32407,4215,11.6251,661.3673,Benign
192.168.8.223,10.0.0.182,14047,80,TCP,ACK,91,19858,107,850.4673,218.2198,SQLInjection
192.168.3.133,10.0.0.113,5161,3389,ICMP,RST,1685,159475,26579,63.3959,94.6439,BruteForce
192.168.4.91,10.0.2.173,30064,25,ICMP,PSH-ACK,25,9611,1083,23.084,384.44,Benign
192.168.2.232,10.0.1.113,50123,21,UDP,RST,700,140559,28763,24.3368,200.7986,BruteForce
192.168.4.19,10.0.0.79,40760,80,TCP,ACK,6,35564,4227,1.4194,5927.3333,Benign
192.168.7.42,10.0.1.14,54528,8080,UDP,PSH-ACK,42,17501,315,133.3333,416.6905,Benign
192.168.1.61,10.0.4.25,34410,8080,TCP,ACK,63,11759,330,190.9091,186.6508,SQLInjection
192.168.6.184,10.0.0.174,3477,80,TCP,ACK,37,10531,2594,14.2637,284.6216,Benign
192.168.2.181,10.0.2.7,36673,80,TCP,SYN,13828,4443586,5289,2614.4829,321.347,DoS
192.168.7.17,10.0.3.163,37078,443,TCP,RST,92,8277,144,638.8889,89.9674,SQLInjection
192.168.2.73,10.0.4.156,38637,443,UDP,SYN,47,8912,268,175.3731,189.617,Benign
192.168.5.49,10.0.5.80,44559,6189,UDP,SYN-ACK,72,45211,30017,2.3986,627.9306,Backdoor
192.168.3.27,10.0.0.106,24697,80,TCP,SYN,24282,3414324,1031,23551.8914,140.6113,DoS
192.168.2.4,10.0.5.75,8267,443,TCP,SYN,26,24511,2835,9.1711,942.7308,Benign
192.168.8.147,10.0.2.35,4125,443,ICMP,FIN,48,45127,1147,41.8483,940.1458,Benign
192.168.4.153,10.0.2.109,50505,268,ICMP,SYN,772,2394,2503,308.4299,3.101,PortScan
192.168.7.204,10.0.0.182,35281,3389,ICMP,RST,1335,140237,25439,52.4785,105.0464,BruteForce
192.168.9.232,10.0.3.126,28779,21,UDP,PSH-ACK,959,26663,9134,104.9923,27.8029,BruteForce
192.168.9.123,10.0.3.169,6034,53,TCP,ACK,39,6006,4466,8.7326,154.0,Benign
192.168.10.58,10.0.4.117,43178,80,ICMP,ACK,22,33705,4003,5.4959,1532.0455,Benign
192.168.4.10,10.0.2.93,8685,443,TCP,SYN,27385,4305136,7715,3549.5787,157.2078,DoS
192.168.9.207,10.0.0.166,49294,458,UDP,SYN,387,2859,2705,143.0684,7.3876,PortScan
192.168.9.231,10.0.5.8,33702,7743,ICMP,PSH-ACK,99,93779,12624,7.8422,947.2626,Backdoor
192.168.4.161,10.0.5.204,8032,21,UDP,FIN,1244,96888,22310,55.7597,77.8842,BruteForce
192.168.4.233,10.0.4.28,51305,443,TCP,SYN,20625,3382442,3297,6255.687,163.9972,DoS
192.168.1.93,10.0.2.212,21056,80,TCP,ACK,84,7986,279,301.0753,95.0714,SQLInjection
192.168.2.173,10.0.4.81,17516,467,TCP,SYN,628,6144,2222,282.6283,9.7834,PortScan
192.168.8.3,10.0.1.251,4598,25,ICMP,FIN,9,23772,1715,5.2478,2641.3333,Benign
192.168.8.144,10.0.5.72,13207,8080,TCP,PSH-ACK,27,45224,2952,9.1463,1674.963,Benign
192.168.6.194,10.0.1.173,21969,80,UDP,SYN-ACK,33,34326,4961,6.6519,1040.1818,Benign
192.168.7.117,10.0.3.179,64442,53,ICMP,RST,42,11296,1209,34.7395,268.9524,Benign
192.168.2.196,10.0.0.190,3560,25,UDP,ACK,47,1099,2371,19.8229,23.383,Benign
192.168.1.197,10.0.4.80,33430,22,TCP,SYN,804,115521,5461,147.2258,143.6828,BruteForce
192.168.8.94,10.0.5.126,36244,443,TCP,SYN,11211,292817,6089,1841.189,26.1187,DoS
192.168.9.110,10.0.3.124,6386,443,TCP,SYN,22918,1349356,8100,2829.3827,58.8776,DoS
192.168.3.198,10.0.2.77,55007,25,UDP,SYN,21,37393,4594,4.5712,1780.619,Benign
192.168.7.121,10.0.0.30,53793,53,TCP,SYN,34,31052,212,160.3774,913.2941,Benign
192.168.4.63,10.0.1.84,31383,8080,TCP,PSH-ACK,47,19751,1936,24.2769,420.234,Benign
192.168.1.119,10.0.1.35,21206,443,TCP,SYN,39741,4850424,8911,4459.7688,122.0509,DoS
192.168.5.154,10.0.5.16,50488,80,TCP,PSH-ACK,21,15414,4305,4.878,734.0,Benign
192.168.2.206,10.0.3.114,41939,53,ICMP,PSH-ACK,42,38079,1269,33.0969,906.6429,Benign
192.168.5.104,10.0.4.42,19611,579,UDP,SYN,975,9640,996,978.9157,9.8872,PortScan
192.168.2.238,10.0.5.50,4902,443,TCP,SYN,23901,2155720,3226,7408.8655,90.1937,DoS
192.168.4.22,10.0.2.237,24438,443,TCP,SYN,11350,4379067,3043,3729.8718,385.8209,DoS
192.168.3.119,10.0.2.153,6311,80,TCP,SYN,21104,2375218,4965,4250.5539,112.5482,DoS
192.168.8.70,10.0.1.187,56262,781,TCP,SYN,925,8684,1712,540.3037,9.3881,PortScan
192.168.1.249,10.0.5.85,14785,443,TCP,SYN,10990,1398856,4366,2517.1782,127.2844,DoS
192.168.2.19,10.0.2.67,8181,233,ICMP,SYN,706,1442,1063,664.158,2.0425,PortScan
192.168.1.98,10.0.0.126,7738,22,TCP,PSH-ACK,46,38711,1770,25.9887,841.5435,Benign
192.168.1.201,10.0.0.93,58115,80,TCP,ACK,96,12134,185,518.9189,126.3958,SQLInjection
192.168.3.166,10.0.3.201,61805,443,UDP,PSH-ACK,28,13618,4691,5.9689,486.3571,Benign
192.168.5.172,10.0.1.81,51811,22,UDP,SYN,1904,117310,5560,342.446,61.6124,BruteForce
192.168.6.172,10.0.4.147,47909,8080,ICMP,SYN-ACK,14,27572,798,17.5439,1969.4286,Benign
192.168.9.71,10.0.2.81,14763,53,UDP,SYN-ACK,14,26811,4441,3.1524,1915.0714,Benign
192.168.3.185,10.0.5.160,25190,219,TCP,SYN,376,6094,628,598.7261,16.2074,PortScan
192.168.3.205,10.0.1.35,13793,8080,UDP,RST,42,15572,2949,14.2421,370.7619,Benign
192.168.9.15,10.0.5.53,63218,25,ICMP,PSH-ACK,26,42760,1504,17.2872,1644.6154,Benign
192.168.9.133,10.0.0.87,2860,94,UDP,SYN,993,9144,2582,384.5856,9.2085,PortScan
192.168.2.150,10.0.5.226,59464,443,ICMP,FIN,28,17490,2514,11.1376,624.6429,Benign
192.168.3.92,10.0.1.72,47144,443,TCP,SYN,37024,4146863,5146,7194.7143,112.0047,DoS
192.168.5.200,10.0.2.145,26617,443,UDP,RST,7,20561,3599,1.945,2937.2857,Benign
192.168.5.207,10.0.0.13,29516,53,TCP,FIN,39,33991,1211,32.2048,871.5641,Benign
192.168.7.77,10.0.4.112,9275,21,ICMP,PSH-ACK,945,105684,28290,33.404,111.8349,BruteForce
192.168.4.128,10.0.3.152,15957,443,TCP,SYN,47809,3286321,1339,35705.0037,68.7385,DoS
192.168.10.26,10.0.1.32,2474,8276,UDP,SYN,60,52246,26599,2.2557,870.7667,Backdoor
192.168.6.188,10.0.1.155,29536,22,TCP,SYN,8,38085,1923,4.1602,4760.625,Benign
192.168.3.216,10.0.5.191,17596,902,UDP,SYN,677,3348,2126,318.4384,4.9453,PortScan
192.168.3.93,10.0.5.241,59531,443,TCP,PSH-ACK,47,8595,113,415.9292,182.8723,SQLInjection
192.168.7.199,10.0.0.56,9654,3389,UDP,SYN,1890,70591,26560,71.1596,37.3497,BruteForce
192.168.10.77,10.0.1.173,42614,530,ICMP,SYN,373,3532,2383,156.5254,9.4692,PortScan
192.168.9.147,10.0.2.40,45960,80,TCP,FIN,36,39266,2267,15.88,1090.7222,Benign
192.168.10.107,10.0.5.68,23052,8080,TCP,RST,55,13601,481,114.3451,247.2909,SQLInjection
192.168.8.188,10.0.4.225,8624,80,TCP,SYN,12156,4235680,5716,2126.662,348.4436,DoS
192.168.3.113,10.0.5.28,35698,80,TCP,SYN,49746,2447632,1387,35865.8976,49.2026,DoS
192.168.3.55,10.0.4.248,14699,443,UDP,PSH-ACK,35,25892,938,37.3134,739.7714,Benign
192.168.8.105,10.0.2.182,3016,80,ICMP,SYN-ACK,22,48236,3290,6.6869,2192.5455,Benign
192.168.6.170,10.0.2.26,6317,443,TCP,SYN,20165,4333235,2301,8763.5811,214.8889,DoS
192.168.2.247,10.0.0.90,1453,80,TCP,SYN,39858,1458411,1620,24603.7037,36.5902,DoS
192.168.8.199,10.0.5.75,45534,8080,TCP,SYN-ACK,55,7560,456,120.614,137.4545,SQLInjection
192.168.9.251,10.0.5.243,9860,22,UDP,FIN,35,18385,1595,21.9436,525.2857,Benign
192.168.4.160,10.0.1.82,46847,470,UDP,SYN,939,8484,1292,726.7802,9.0351,PortScan
192.168.3.184,10.0.3.134,64160,443,TCP,RST,84,8131,90,933.3333,96.7976,SQLInjection
192.168.6.31,10.0.0.4,10064,22,UDP,SYN,33,11322,654,50.4587,343.0909,Benign
192.168.5.50,10.0.5.161,17498,22,ICMP,RST,41,44178,3234,12.6778,1077.5122,Benign
192.168.6.56,10.0.3.18,24695,80,TCP,SYN,12300,321002,6834,1799.8244,26.0977,DoS
192.168.3.2,10.0.4.146,37686,443,TCP,SYN,19547,354352,6920,2824.711,18.1282,DoS
192.168.1.122,10.0.4.54,56159,22,TCP,FIN,19,7410,1166,16.295,390.0,Benign
192.168.10.122,10.0.1.228,63054,25,UDP,SYN,24,34394,2884,8.3218,1433.0833,Benign
192.168.1.229,10.0.1.176,46265,21,UDP,PSH-ACK,1442,177484,29179,49.4191,123.0818,BruteForce
192.168.1.135,10.0.1.106,36682,80,ICMP,SYN,43,4353,3967,10.8394,101.2326,Benign
192.168.3.45,10.0.0.144,43963,80,ICMP,FIN,15,49860,1093,13.7237,3324.0,Benign
